index,com_id,post_name,post_id,comnum,time_since_original_post,comp_sent_score,pos_sent_score,neg_sent_score,neu_sent_score,comment_date_utime,Company,post_date_utime,image_set,video,Media_Types,Edges,Luminosity,Number_of_Colors,standardized_time_since_post,BK,Converse,Jordan,LG,McDonalds,Nike,Samsung,Sony,Subway,Text_Image,continuous_thematic_episodic_5,C_Thematic,C_Episodic,making_continuous,C_Number_of_Colors,C_Luminosity,C_Edges,C_cont_no_col,ind_id,weekend,com_weekend,am_pm_quant,utime_convert,post_time_day,post_time_bin,cumulative_comp_score,stand_cumsum,commenter_cumsum,commenter_stand_cumsum,comment_cumsum_sent,stand_comment_cumsum_sent,stand_edges,post_lag_comment,ind_lag_comment,stand_comnum,comnum,scaled_prior_ind_sentiment,abs_comp_sent_score,cont_frame
113,50294,I_LGM2,563,1,64691,-0.2144,0.058,0.126,0.816,1535590681,LG_Mobile,1535525990,1,0,Text_Image,0.091274374,0.258404873,3,0.001131867,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-2.392865318,-0.206065973,0.039307702,-0.274512154,8510,0,0,1,43340.99931,0.999884259,6,-0.2144,-0.389355798,-0.2144,-0.154589018,-0.2144,-0.389355798,1.013682425,0,0,-0.627700072,0,-0.975337607,21.44,0.151361705
114,50295,I_LGM2,563,2,165972,0,0,0,1,1535691962,LG_Mobile,1535525990,1,0,Text_Image,0.091274374,0.258404873,3,0.002903931,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-2.392865318,-0.206065973,0.039307702,-0.274512154,47679,0,0,1,43340.99931,0.999884259,6,-0.2144,-0.389355798,0,-0.153417912,-0.2144,-0.389355798,1.013682425,-0.2144,0,-0.625942653,1,-0.975144473,0,0.151361705
115,50296,I_LGM2,563,3,224060,0,0,0,1,1535750050,LG_Mobile,1535525990,1,0,Text_Image,0.091274374,0.258404873,3,0.003920268,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-2.392865318,-0.206065973,0.039307702,-0.274512154,40951,0,0,1,43340.99931,0.999884259,6,-0.2144,-0.389355798,0,-0.153417912,-0.2144,-0.389355798,1.013682425,0,0,-0.624185235,2,-0.975144473,0,0.151361705
116,50297,I_LGM2,563,4,202194,0,0,0,0,1535728184,LG_Mobile,1535525990,1,0,Text_Image,0.091274374,0.258404873,3,0.003537689,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-2.392865318,-0.206065973,0.039307702,-0.274512154,77456,0,0,1,43340.99931,0.999884259,6,-0.2144,-0.389355798,0,-0.153417912,-0.2144,-0.389355798,1.013682425,0,0,-0.622427817,3,-0.975144473,0,0.151361705
117,50298,I_LGM2,563,5,191215,0.4215,1,0,0,1535717205,LG_Mobile,1535525990,1,0,Text_Image,0.091274374,0.258404873,3,0.003345595,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-2.392865318,-0.206065973,0.039307702,-0.274512154,3131,0,0,1,43340.99931,0.999884259,6,0.2071,-0.381550245,0.4215,-0.151115573,0.2071,-0.381550245,1.013682425,0,0,-0.620670399,4,-0.974764779,42.15,0.151361705
118,50299,I_LGM2,563,6,186447,0.7717,0.87,0,0.13,1535712437,LG_Mobile,1535525990,1,0,Text_Image,0.091274374,0.258404873,3,0.003262172,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-2.392865318,-0.206065973,0.039307702,-0.274512154,3032,0,0,1,43340.99931,0.999884259,6,0.9788,-0.367259508,0.7717,-0.149202693,0.9788,-0.367259508,1.013682425,0.4215,0,-0.61891298,5,-0.974449314,77.17,0.151361705
119,50300,I_LGM2,563,7,186192,0,0,0,1,1535712182,LG_Mobile,1535525990,1,0,Text_Image,0.091274374,0.258404873,3,0.00325771,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-2.392865318,-0.206065973,0.039307702,-0.274512154,50209,0,0,1,43340.99931,0.999884259,6,0.9788,-0.367259508,0,-0.153417912,0.9788,-0.367259508,1.013682425,0.7717,0,-0.617155562,6,-0.975144473,0,0.151361705
120,52750,I_LGM3,575,1,27937,-0.3182,0.18,0.195,0.625,1535381129,LG_Mobile,1535353192,1,0,Text_Image,0.126545284,0.587003406,7,0.0004888,0,0,0,1,0,0,0,0,0,1,0.754801451,0.386857772,0.772021466,0.333820608,1.607134682,0.12253256,0.074578612,-0.229176297,65314,0,0,1,43338.99931,0.999907407,6,-0.3182,-0.39127802,-0.3182,-0.155156,-0.3182,-0.39127802,1.964889145,0,0,-0.627700072,0,-0.975431112,31.82,0.185533424
121,52751,I_LGM3,575,2,61182,0,0,0,1,1535414374,LG_Mobile,1535353192,1,0,Text_Image,0.126545284,0.587003406,7,0.001070471,0,0,0,1,0,0,0,0,0,1,0.754801451,0.386857772,0.772021466,0.333820608,1.607134682,0.12253256,0.074578612,-0.229176297,47679,0,0,1,43338.99931,0.999907407,6,-0.3182,-0.39127802,0,-0.153417912,-0.3182,-0.39127802,1.964889145,-0.3182,0,-0.625942653,1,-0.975144473,0,0.185533424
122,52752,I_LGM3,575,3,118710,0,0,0,1,1535471902,LG_Mobile,1535353192,1,0,Text_Image,0.126545284,0.587003406,7,0.002077011,0,0,0,1,0,0,0,0,0,1,0.754801451,0.386857772,0.772021466,0.333820608,1.607134682,0.12253256,0.074578612,-0.229176297,56062,0,0,1,43338.99931,0.999907407,6,-0.3182,-0.39127802,0,-0.153417912,-0.3182,-0.39127802,1.964889145,0,0,-0.624185235,2,-0.975144473,0,0.185533424
123,52753,I_LGM3,575,4,119640,0,0,0,1,1535472832,LG_Mobile,1535353192,1,0,Text_Image,0.126545284,0.587003406,7,0.002093283,0,0,0,1,0,0,0,0,0,1,0.754801451,0.386857772,0.772021466,0.333820608,1.607134682,0.12253256,0.074578612,-0.229176297,65314,0,0,1,43338.99931,0.999907407,6,-0.3182,-0.39127802,-0.3182,-0.155156,-0.3182,-0.39127802,1.964889145,0,-0.3182,-0.622427817,3,-0.975431112,0,0.185533424
124,54594,I_LGM4,587,1,9799802,0,0,0,1,1544893792,LG_Mobile,1535093990,1,0,Text_Image,0.085681119,0.497900738,7,0.171462338,0,0,0,1,0,0,0,0,0,1,0.63588141,0.50217712,0.704243457,0.416253775,1.607134682,0.033429892,0.033714447,-0.187131452,79720,0,1,1,43335.99931,0.999884259,6,0,-0.385385429,0,-0.153417912,0,-0.385385429,0.862840223,0,0,-0.627700072,0,-0.975144473,0,0.217224556
125,54595,I_LGM4,587,2,8120054,0.8253,0.657,0,0.343,1543214044,LG_Mobile,1535093990,1,0,Text_Image,0.085681119,0.497900738,7,0.142072609,0,0,0,1,0,0,0,0,0,1,0.63588141,0.50217712,0.704243457,0.416253775,1.607134682,0.033429892,0.033714447,-0.187131452,35735,0,0,1,43335.99931,0.999884259,6,0.8253,-0.3701021,0.8253,-0.148909916,0.8253,-0.3701021,0.862840223,0,0,-0.625942653,1,-0.974401031,82.53,0.217224556
126,54596,I_LGM4,587,3,1851682,0,0,0,1,1536945672,LG_Mobile,1535093990,1,0,Text_Image,0.085681119,0.497900738,7,0.032397973,0,0,0,1,0,0,0,0,0,1,0.63588141,0.50217712,0.704243457,0.416253775,1.607134682,0.033429892,0.033714447,-0.187131452,65020,0,0,1,43335.99931,0.999884259,6,0.8253,-0.3701021,0,-0.153417912,0.8253,-0.3701021,0.862840223,0.8253,0,-0.624185235,2,-0.975144473,0,0.217224556
127,58153,I_LGM5,599,1,1272695,0,0,0,1,1536193888,LG_Mobile,1534921193,1,0,Text_Image,0.030435367,0.620469113,3,0.022267721,0,0,0,1,0,0,0,0,0,1,0.754801451,0.386857772,0.772021466,0.333820608,-2.392865318,0.155998267,-0.021531305,-0.229176297,89128,0,0,1,43333.99931,0.999918981,6,0,-0.385385429,0,-0.153417912,0,-0.385385429,-0.627059826,0,0,-0.627700072,0,-0.975144473,0,0.185533424
128,58154,I_LGM5,599,2,1112996,0,0,0,1,1536034189,LG_Mobile,1534921193,1,0,Text_Image,0.030435367,0.620469113,3,0.019473546,0,0,0,1,0,0,0,0,0,1,0.754801451,0.386857772,0.772021466,0.333820608,-2.392865318,0.155998267,-0.021531305,-0.229176297,45450,0,0,1,43333.99931,0.999918981,6,0,-0.385385429,0,-0.153417912,0,-0.385385429,-0.627059826,0,0,-0.625942653,1,-0.975144473,0,0.185533424
129,58155,I_LGM5,599,3,984388,0,0,0,1,1535905581,LG_Mobile,1534921193,1,0,Text_Image,0.030435367,0.620469113,3,0.017223355,0,0,0,1,0,0,0,0,0,1,0.754801451,0.386857772,0.772021466,0.333820608,-2.392865318,0.155998267,-0.021531305,-0.229176297,55874,0,1,1,43333.99931,0.999918981,6,0,-0.385385429,0,-0.153417912,0,-0.385385429,-0.627059826,0,0,-0.624185235,2,-0.975144473,0,0.185533424
130,59821,I_LGM6,610,1,6826926,0.4404,0.592,0,0.408,1541575326,LG_Mobile,1534748400,1,0,Text_Image,0.040343471,0.499755811,4,0.119447382,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-1.392865318,0.035284965,-0.011623201,-0.274512154,54320,0,0,1,43332,0,1,0.4404,-0.377229876,0.4404,-0.151012336,0.4404,-0.377229876,-0.359852229,0,0,-0.627700072,0,-0.974747754,44.04,0.151361705
131,59822,I_LGM6,610,2,1468352,0,0,0,1,1536216752,LG_Mobile,1534748400,1,0,Text_Image,0.040343471,0.499755811,4,0.025691036,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-1.392865318,0.035284965,-0.011623201,-0.274512154,474,0,0,1,43332,0,1,0.4404,-0.377229876,0,-0.153417912,0.4404,-0.377229876,-0.359852229,0.4404,0,-0.625942653,1,-0.975144473,0,0.151361705
132,59823,I_LGM6,610,3,393021,0,0,0,0,1535141421,LG_Mobile,1534748400,1,0,Text_Image,0.040343471,0.499755811,4,0.006876496,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-1.392865318,0.035284965,-0.011623201,-0.274512154,29883,0,0,1,43332,0,1,0.4404,-0.377229876,0,-0.153417912,0.4404,-0.377229876,-0.359852229,0,0,-0.624185235,2,-0.975144473,0,0.151361705
133,59824,I_LGM6,610,4,393016,0,0,0,0,1535141416,LG_Mobile,1534748400,1,0,Text_Image,0.040343471,0.499755811,4,0.006876409,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-1.392865318,0.035284965,-0.011623201,-0.274512154,29883,0,0,1,43332,0,1,0.4404,-0.377229876,0,-0.153417912,0.4404,-0.377229876,-0.359852229,0,0,-0.622427817,3,-0.975144473,0,0.151361705
134,59825,I_LGM6,610,5,393011,0,0,0,0,1535141411,LG_Mobile,1534748400,1,0,Text_Image,0.040343471,0.499755811,4,0.006876321,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-1.392865318,0.035284965,-0.011623201,-0.274512154,29883,0,0,1,43332,0,1,0.4404,-0.377229876,0,-0.153417912,0.4404,-0.377229876,-0.359852229,0,0,-0.620670399,4,-0.975144473,0,0.151361705
135,59826,I_LGM6,610,6,393007,0,0,0,0,1535141407,LG_Mobile,1534748400,1,0,Text_Image,0.040343471,0.499755811,4,0.006876251,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-1.392865318,0.035284965,-0.011623201,-0.274512154,29883,0,0,1,43332,0,1,0.4404,-0.377229876,0,-0.153417912,0.4404,-0.377229876,-0.359852229,0,0,-0.61891298,5,-0.975144473,0,0.151361705
136,59827,I_LGM6,610,7,393002,0,0,0,0,1535141402,LG_Mobile,1534748400,1,0,Text_Image,0.040343471,0.499755811,4,0.006876164,0,0,0,1,0,0,0,0,0,1,0.795760254,0.386857772,0.757752957,0.337981955,-1.392865318,0.035284965,-0.011623201,-0.274512154,29883,0,0,1,43332,0,1,0.4404,-0.377229876,0,-0.153417912,0.4404,-0.377229876,-0.359852229,0,0,-0.617155562,6,-0.975144473,0,0.151361705
137,61080,I_LGM7,622,1,9188424,0,0,0,1,1543505823,LG_Mobile,1534317399,1,0,Image,0.029261474,0.512968866,7,0.160765356,0,0,0,1,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,0.04849802,-0.022705198,0.851382168,90048,0,0,1,43327.01111,0.0115625,1,0,-0.385385429,0,-0.153417912,0,-0.385385429,-0.658718065,0,0,-0.627700072,0,-0.975144473,0,1
138,61081,I_LGM7,622,2,3666137,0,0,0,1,1537983536,LG_Mobile,1534317399,1,0,Image,0.029261474,0.512968866,7,0.064144604,0,0,0,1,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,0.04849802,-0.022705198,0.851382168,6428,0,0,1,43327.01111,0.0115625,1,0,-0.385385429,0,-0.153417912,0,-0.385385429,-0.658718065,0,0,-0.625942653,1,-0.975144473,0,1
139,61082,I_LGM7,622,3,1241013,0,0,0,1,1535558412,LG_Mobile,1534317399,1,0,Image,0.029261474,0.512968866,7,0.021713397,0,0,0,1,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,0.04849802,-0.022705198,0.851382168,64750,0,0,1,43327.01111,0.0115625,1,0,-0.385385429,0,-0.153417912,0,-0.385385429,-0.658718065,0,0,-0.624185235,2,-0.975144473,0,1
140,61083,I_LGM7,622,4,811462,0.7841,0.775,0,0.225,1535128861,LG_Mobile,1534317399,1,0,Image,0.029261474,0.512968866,7,0.014197753,0,0,0,1,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,0.04849802,-0.022705198,0.851382168,50216,0,0,1,43327.01111,0.0115625,1,0.7841,-0.370865063,0.7841,-0.149134961,0.7841,-0.370865063,-0.658718065,0,0,-0.622427817,3,-0.974438144,78.41,1
141,62641,I_LGM8,633,1,72510,0,0,0,1,1534389909,LG_Mobile,1534317399,1,0,Image,0.063502195,0.581394913,7,0.001268672,0,0,0,1,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,0.116924067,0.011535523,0.851382168,10724,0,0,1,43327.01111,0.0115625,1,0,-0.385385429,0,-0.153417912,0,-0.385385429,0.264705909,0,0,-0.627700072,0,-0.975144473,0,1
142,62642,I_LGM8,633,2,72484,0,0,0,1,1534389883,LG_Mobile,1534317399,1,0,Image,0.063502195,0.581394913,7,0.001268217,0,0,0,1,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,0.116924067,0.011535523,0.851382168,10724,0,0,1,43327.01111,0.0115625,1,0,-0.385385429,0,-0.153417912,0,-0.385385429,0.264705909,0,0,-0.625942653,1,-0.975144473,0,1
143,62643,I_LGM8,633,3,38751,0,0,0,1,1534356150,LG_Mobile,1534317399,1,0,Image,0.063502195,0.581394913,7,0.000678007,0,0,0,1,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,0.116924067,0.011535523,0.851382168,1309,0,0,1,43327.01111,0.0115625,1,0,-0.385385429,-0.5719,-0.156541773,0,-0.385385429,0.264705909,0,-0.5719,-0.624185235,2,-0.975659648,0,1
144,65642,I_McD1,656,1,14727769,0,0,0,1,1550288270,McDonalds,1535560501,1,0,Text_Image,0.08460054,0.794115434,3,0.257684564,0,0,0,0,1,0,0,0,0,1,0.584460289,0.554783915,0.620573166,0.472013079,-2.392865318,0.329644588,0.032633868,-0.242265306,27409,0,0,1,43341.39931,0.39931713,3,0,-0.385385429,0,-0.153417912,0,-0.385385429,0.833698531,0,0,-0.627700072,0,-0.975144473,0,0.175667637
145,65643,I_McD1,656,2,14467682,0.1154,0.088,0,0.912,1550028183,McDonalds,1535560501,1,0,Text_Image,0.08460054,0.794115434,3,0.253133949,0,0,0,0,1,0,0,0,0,1,0.584460289,0.554783915,0.620573166,0.472013079,-2.392865318,0.329644588,0.032633868,-0.242265306,1756,0,0,1,43341.39931,0.39931713,3,0.1154,-0.383248393,0.1154,-0.152787568,0.1154,-0.383248393,0.833698531,0,0,-0.625942653,1,-0.975040519,11.54,0.175667637
146,65644,I_McD1,656,3,14429543,-0.4939,0,0.39,0.61,1549990044,McDonalds,1535560501,1,0,Text_Image,0.08460054,0.794115434,3,0.252466649,0,0,0,0,1,0,0,0,0,1,0.584460289,0.554783915,0.620573166,0.472013079,-2.392865318,0.329644588,0.032633868,-0.242265306,57745,0,0,1,43341.39931,0.39931713,3,-0.3785,-0.392394686,-0.4939,-0.156115717,-0.3785,-0.392394686,0.833698531,0.1154,0,-0.624185235,2,-0.975589385,49.39,0.175667637
147,65645,I_McD1,656,4,13178532,0.6124,0.185,0,0.815,1548739033,McDonalds,1535560501,1,0,Text_Image,0.08460054,0.794115434,3,0.230578322,0,0,0,0,1,0,0,0,0,1,0.584460289,0.554783915,0.620573166,0.472013079,-2.392865318,0.329644588,0.032633868,-0.242265306,67657,0,0,1,43341.39931,0.39931713,3,0.2339,-0.381053949,0.6124,-0.150072829,0.2339,-0.381053949,0.833698531,-0.4939,0,-0.622427817,3,-0.974592814,61.24,0.175667637
148,65646,I_McD1,656,5,11740032,0,0,0,1,1547300533,McDonalds,1535560501,1,0,Text_Image,0.08460054,0.794115434,3,0.205409592,0,0,0,0,1,0,0,0,0,1,0.584460289,0.554783915,0.620573166,0.472013079,-2.392865318,0.329644588,0.032633868,-0.242265306,68039,0,1,1,43341.39931,0.39931713,3,0.2339,-0.381053949,0,-0.153417912,0.2339,-0.381053949,0.833698531,0.6124,0,-0.620670399,4,-0.975144473,0,0.175667637
149,65647,I_McD1,656,6,41579,0.9095,0.342,0.048,0.61,1535602080,McDonalds,1535560501,1,0,Text_Image,0.08460054,0.794115434,3,0.000727487,0,0,0,0,1,0,0,0,0,1,0.584460289,0.554783915,0.620573166,0.472013079,-2.392865318,0.329644588,0.032633868,-0.242265306,6129,0,0,1,43341.39931,0.39931713,3,1.1434,-0.364211361,0.9095,-0.148449994,1.1434,-0.364211361,0.833698531,0,0,-0.61891298,5,-0.974325182,90.95,0.175667637
150,65648,I_McD1,656,7,164040,-0.1531,0.049,0.086,0.864,1535724541,McDonalds,1535560501,1,0,Text_Image,0.08460054,0.794115434,3,0.002870128,0,0,0,0,1,0,0,0,0,1,0.584460289,0.554783915,0.620573166,0.472013079,-2.392865318,0.329644588,0.032633868,-0.242265306,32818,0,0,1,43341.39931,0.39931713,3,0.9903,-0.367046545,-0.1531,-0.154254182,0.9903,-0.367046545,0.833698531,0.9095,0,-0.617155562,6,-0.975282387,15.31,0.175667637
