index,com_id,post_name,post_id,comnum,time_since_original_post,comp_sent_score,pos_sent_score,neg_sent_score,neu_sent_score,comment_date_utime,Company,post_date_utime,image_set,video,Media_Types,Edges,Luminosity,Number_of_Colors,standardized_time_since_post,BK,Converse,Jordan,LG,McDonalds,Nike,Samsung,Sony,Subway,Text_Image,continuous_thematic_episodic_5,C_Thematic,C_Episodic,making_continuous,C_Number_of_Colors,C_Luminosity,C_Edges,C_cont_no_col,ind_id,weekend,com_weekend,am_pm_quant,utime_convert,post_time_day,post_time_bin,cumulative_comp_score,stand_cumsum,commenter_cumsum,commenter_stand_cumsum,comment_cumsum_sent,stand_comment_cumsum_sent,stand_edges,post_lag_comment,ind_lag_comment,stand_comnum,comnum,scaled_prior_ind_sentiment,abs_comp_sent_score,cont_frame
55,9476,I_BK3,26,11,12060,0,0,0,1,1534439959,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000211008,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,13632,0,0,1,43328.29028,0.290497685,2,11.2701,-0.176679932,0,-0.153417912,11.2701,-0.176679932,-0.055248663,0.4019,0,-0.290275764,192,-0.975144473,0,1
56,9477,I_BK3,26,12,13856,0.4404,0.266,0,0.734,1534441755,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000242432,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,34969,0,0,1,43328.29028,0.290497685,2,11.7105,-0.168524379,0.4404,-0.151012336,11.7105,-0.168524379,-0.055248663,0,0,-0.288518345,193,-0.974747754,44.04,1
57,9478,I_BK3,26,13,18511,0.4215,0.737,0,0.263,1534446410,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000323878,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,13632,0,0,1,43328.29028,0.290497685,2,12.132,-0.160718825,0.4215,-0.151115573,12.132,-0.160718825,-0.055248663,0.4404,0,-0.286760927,194,-0.974764779,42.15,1
58,9479,I_BK3,26,14,4089,0,0,0,1,1534431988,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.0000715,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,11244,0,0,1,43328.29028,0.290497685,2,12.132,-0.160718825,0,-0.153417912,12.132,-0.160718825,-0.055248663,0.4215,0,-0.285003509,195,-0.975144473,0,1
59,9480,I_BK3,26,15,4143,0.6166,0.252,0,0.748,1534432042,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.0000725,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,64337,0,0,1,43328.29028,0.290497685,2,12.7486,-0.14930031,0.6166,-0.150049888,12.7486,-0.14930031,-0.055248663,0,0,-0.283246091,196,-0.974589031,61.66,1
60,9481,I_BK3,26,16,18272,0.2949,0.413,0.299,0.288,1534446171,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000319696,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,52849,0,0,1,43328.29028,0.290497685,2,13.0435,-0.1438392,0.2949,-0.151807094,13.0435,-0.1438392,-0.055248663,0.6166,0,-0.281488672,197,-0.974878823,29.49,1
61,9482,I_BK3,26,17,16038,0,0,0,1,1534443937,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000280609,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,45300,0,0,1,43328.29028,0.290497685,2,13.0435,-0.1438392,0,-0.153417912,13.0435,-0.1438392,-0.055248663,0.2949,0,-0.279731254,198,-0.975144473,0,1
62,9483,I_BK3,26,18,17934,0.6588,0.293,0,0.707,1534445833,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000313782,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,2145,0,0,1,43328.29028,0.290497685,2,13.7023,-0.131639204,0.6588,-0.149819381,13.7023,-0.131639204,-0.055248663,0,0,-0.277973836,199,-0.974551016,65.88,1
63,9484,I_BK3,26,19,13711,0.128,0.143,0.116,0.741,1534441610,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000239895,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,26379,0,0,1,43328.29028,0.290497685,2,13.8303,-0.129268834,0.128,-0.152718744,13.8303,-0.129268834,-0.055248663,0.6588,0,-0.276216418,200,-0.975029168,12.8,1
64,9485,I_BK3,26,20,17119,-0.3595,0,0.151,0.849,1534445018,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000299523,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,39452,0,0,1,43328.29028,0.290497685,2,13.4708,-0.13592624,0.381,-0.151336794,13.4708,-0.13592624,-0.055248663,0.128,0,-0.274458999,201,-0.974801262,35.95,1
65,9486,I_BK3,26,21,17088,0,0,0,1,1534444987,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.00029898,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,45874,0,0,1,43328.29028,0.290497685,2,13.4708,-0.13592624,0,-0.153417912,13.4708,-0.13592624,-0.055248663,-0.3595,0,-0.272701581,202,-0.975144473,0,1
66,9487,I_BK3,26,22,1396,0,0,0,1,1534429295,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.0000244,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,6993,0,0,1,43328.29028,0.290497685,2,13.4708,-0.13592624,0,-0.153417912,13.4708,-0.13592624,-0.055248663,0,0,-0.270944163,203,-0.975144473,0,1
67,9488,I_BK3,26,23,17073,0.4019,1,0,0,1534444972,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000298718,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,17808,0,0,1,43328.29028,0.290497685,2,13.8727,-0.128483649,0.4019,-0.151222633,13.8727,-0.128483649,-0.055248663,0,0,-0.269186744,204,-0.974782435,40.19,1
68,9489,I_BK3,26,24,16543,0,0,0,1,1534444442,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000289445,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,61144,0,0,1,43328.29028,0.290497685,2,13.8727,-0.128483649,0,-0.153417912,13.8727,-0.128483649,-0.055248663,0.4019,0,-0.267429326,205,-0.975144473,0,1
69,9490,I_BK3,26,25,17025,0,0,0,1,1534444924,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000297878,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,61496,0,0,1,43328.29028,0.290497685,2,13.8727,-0.128483649,0,-0.153417912,13.8727,-0.128483649,-0.055248663,0,0,-0.265671908,206,-0.975144473,0,1
70,9491,I_BK3,26,26,521,-0.5106,0,0.452,0.548,1534428420,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.00000912,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,47732,0,0,1,43328.29028,0.290497685,2,13.3621,-0.137939202,-0.5106,-0.156206937,13.3621,-0.137939202,-0.055248663,0,0,-0.26391449,207,-0.975604428,51.06,1
71,9492,I_BK3,26,27,16985,-0.7104,0,0.45,0.55,1534444884,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000297178,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,39452,0,0,1,43328.29028,0.290497685,2,12.6517,-0.151094754,-0.3294,-0.155217177,12.6517,-0.151094754,-0.055248663,-0.5106,-0.3595,-0.262157071,208,-0.975441201,71.04,1
72,9493,I_BK3,26,28,16270,0,0,0,1,1534444169,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000284668,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,58237,0,0,1,43328.29028,0.290497685,2,12.6517,-0.151094754,0,-0.153417912,12.6517,-0.151094754,-0.055248663,-0.7104,0,-0.260399653,209,-0.975144473,0,1
73,9494,I_BK3,26,29,13603,0.4215,1,0,0,1534441502,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000238005,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,19635,0,0,1,43328.29028,0.290497685,2,13.0732,-0.1432892,0.4215,-0.151115573,13.0732,-0.1432892,-0.055248663,0,0,-0.258642235,210,-0.974764779,42.15,1
74,9495,I_BK3,26,30,13538,0,0,0,1,1534441437,Burger_King,1534427899,1,0,Image,0.051638224,0.430429165,5,0.000236868,1,0,0,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.034041681,-0.000328448,0.851382168,64888,0,0,1,43328.29028,0.290497685,2,13.0732,-0.1432892,0,-0.153417912,13.0732,-0.1432892,-0.055248663,0.4215,0,-0.256884817,211,-0.975144473,0,1
75,36702,I_Jordan1,246,1,8074954,0,0,0,1,1542770734,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.141283517,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,4331,1,0,1,43331.39097,0.390972222,3,0,-0.385385429,0,-0.153417912,0,-0.385385429,-0.588707551,0,0,-0.627700072,0,-0.975144473,0,0.158028385
76,36703,I_Jordan1,246,2,2712518,0,0,0,1,1537408298,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.047459599,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,8824,1,0,1,43331.39097,0.390972222,3,0,-0.385385429,0,-0.153417912,0,-0.385385429,-0.588707551,0,0,-0.625942653,1,-0.975144473,0,0.158028385
77,36704,I_Jordan1,246,3,2713077,0,0,0,1,1537408857,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.04746938,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,15329,1,0,1,43331.39097,0.390972222,3,0,-0.385385429,0,-0.153417912,0,-0.385385429,-0.588707551,0,0,-0.624185235,2,-0.975144473,0,0.158028385
78,36705,I_Jordan1,246,4,2713819,0,0,0,1,1537409599,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.047482362,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,8824,1,0,1,43331.39097,0.390972222,3,0,-0.385385429,0,-0.153417912,0,-0.385385429,-0.588707551,0,0,-0.622427817,3,-0.975144473,0,0.158028385
79,36706,I_Jordan1,246,5,1383611,-0.7718,0,0.74,0.26,1536079391,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.024208364,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,61923,1,0,1,43331.39097,0.390972222,3,-0.7718,-0.399678018,-0.3503,-0.155331338,-0.7718,-0.399678018,-0.588707551,0,0.4215,-0.620670399,4,-0.975460028,77.18,0.158028385
80,36707,I_Jordan1,246,6,594667,0.9708,0.267,0,0.733,1535290447,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.010404597,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,42385,1,1,1,43331.39097,0.390972222,3,0.199,-0.381700245,0.9708,-0.148115158,0.199,-0.381700245,-0.588707551,-0.7718,0,-0.61891298,5,-0.974269962,97.08,0.158028385
81,36708,I_Jordan1,246,7,391311,-0.3182,0,0.277,0.723,1535087091,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.006846577,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,27213,1,0,1,43331.39097,0.390972222,3,-0.1192,-0.387592836,-0.3182,-0.155156,-0.1192,-0.387592836,-0.588707551,0.9708,0,-0.617155562,6,-0.975431112,31.82,0.158028385
82,36709,I_Jordan1,246,8,51307,0,0,0,1,1534747087,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.000897693,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,8269,1,0,1,43331.39097,0.390972222,3,-0.1192,-0.387592836,0,-0.153417912,-0.1192,-0.387592836,-0.588707551,-0.3182,0,-0.615398144,7,-0.975144473,0,0.158028385
83,36710,I_Jordan1,246,9,344728,0,0,0,1,1535040508,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.006031537,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,21145,1,0,1,43331.39097,0.390972222,3,-0.1192,-0.387592836,0,-0.153417912,-0.1192,-0.387592836,-0.588707551,0,0,-0.613640725,8,-0.975144473,0,0.158028385
84,36711,I_Jordan1,246,10,174340,0,0,0,1,1534870120,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.003050342,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,16700,1,0,1,43331.39097,0.390972222,3,-0.1192,-0.387592836,0,-0.153417912,-0.1192,-0.387592836,-0.588707551,0,0,-0.611883307,9,-0.975144473,0,0.158028385
85,36712,I_Jordan1,246,11,149419,0.4588,1,0,0,1534845199,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.002614311,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,46393,1,0,1,43331.39097,0.390972222,3,0.3396,-0.379096542,0.4588,-0.150911831,0.3396,-0.379096542,-0.588707551,0,0,-0.610125889,10,-0.974731179,45.88,0.158028385
86,36713,I_Jordan1,246,12,124663,0,0,0,1,1534820443,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.002181167,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,37983,1,0,1,43331.39097,0.390972222,3,0.3396,-0.379096542,0,-0.153417912,0.3396,-0.379096542,-0.588707551,0.4588,0,-0.608368471,11,-0.975144473,0,0.158028385
87,36714,I_Jordan1,246,13,118249,0,0,0,1,1534814029,Jordan,1534695780,1,0,Text_Image,0.031857476,0.384221673,3,0.002068945,0,0,1,0,0,0,0,0,0,1,0.752775926,0.371067594,0.761581355,0.327610416,-2.392865318,-0.080249173,-0.020109196,-0.265667423,8895,1,0,1,43331.39097,0.390972222,3,0.3396,-0.379096542,0,-0.153417912,0.3396,-0.379096542,-0.588707551,0,0,-0.606611052,12,-0.975144473,0,0.158028385
88,36744,I_Jordan100,247,1,152486,0.3182,1,0,0,1525887866,Jordan,1525735380,1,0,Image,0.028746379,0.679715927,5,0.002667973,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,0.215245081,-0.023220293,0.851382168,62461,0,0,0,43227.68264,0.682638889,5,0.3182,-0.379492838,0.3182,-0.151679823,0.3182,-0.379492838,-0.672609451,0,0,-0.627700072,0,-0.974857834,31.82,1
89,36745,I_Jordan100,247,2,75449,0,0,0,1,1525810829,Jordan,1525735380,1,0,Image,0.028746379,0.679715927,5,0.001320094,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,0.215245081,-0.023220293,0.851382168,49178,0,0,0,43227.68264,0.682638889,5,0.3182,-0.379492838,0,-0.153417912,0.3182,-0.379492838,-0.672609451,0.3182,0,-0.625942653,1,-0.975144473,0,1
90,36746,I_Jordan100,247,3,7330,0,0,0,1,1525742710,Jordan,1525735380,1,0,Image,0.028746379,0.679715927,5,0.000128249,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,0.215245081,-0.023220293,0.851382168,35921,0,0,0,43227.68264,0.682638889,5,0.3182,-0.379492838,0,-0.153417912,0.3182,-0.379492838,-0.672609451,0,0,-0.624185235,2,-0.975144473,0,1
91,36747,I_Jordan101,248,1,2649030,0.3612,0.263,0,0.737,1528384410,Jordan,1525735380,1,0,Image,0.11801823,0.475648115,7,0.046348781,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,0.011177269,0.066051558,0.851382168,53981,0,0,0,43227.68264,0.682638889,5,0.3612,-0.378696542,0.3612,-0.151444947,0.3612,-0.378696542,1.734926519,0,0,-0.627700072,0,-0.974819099,36.12,1
92,36748,I_Jordan101,248,2,2652438,-0.3612,0,0.714,0.286,1528387818,Jordan,1525735380,1,0,Image,0.11801823,0.475648115,7,0.046408409,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,0.011177269,0.066051558,0.851382168,2132,0,0,0,43227.68264,0.682638889,5,0,-0.385385429,-0.3612,-0.155390877,0,-0.385385429,1.734926519,0.3612,0,-0.625942653,1,-0.975469847,36.12,1
93,36749,I_Jordan101,248,3,594546,0.4767,0.508,0,0.492,1526329926,Jordan,1525735380,1,0,Image,0.11801823,0.475648115,7,0.01040248,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,0.011177269,0.066051558,0.851382168,6763,0,0,0,43227.68264,0.682638889,5,0.4767,-0.376557654,0.4767,-0.150814057,0.4767,-0.376557654,1.734926519,-0.3612,0,-0.624185235,2,-0.974715055,47.67,1
94,36750,I_Jordan101,248,4,407606,-0.2023,0.146,0.229,0.625,1526142986,Jordan,1525735380,1,0,Image,0.11801823,0.475648115,7,0.007131683,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,0.011177269,0.066051558,0.851382168,28258,0,1,0,43227.68264,0.682638889,5,0.2744,-0.380303949,-0.2023,-0.154522925,0.2744,-0.380303949,1.734926519,0.4767,0,-0.622427817,3,-0.975326707,20.23,1
95,36761,I_Jordan102,249,1,56618,0.2732,0.296,0,0.704,1525525599,Jordan,1525468981,1,0,Image,0.044787094,0.352642789,5,0.000990617,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.111828057,-0.007179578,0.851382168,86018,0,1,0,43224.59931,0.59931713,4,0.2732,-0.380326171,0.2732,-0.151925625,0.2732,-0.380326171,-0.240013981,0,0,-0.627700072,0,-0.97489837,27.32,1
96,36762,I_Jordan102,249,2,55078,0,0,0,1,1525524059,Jordan,1525468981,1,0,Image,0.044787094,0.352642789,5,0.000963673,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.111828057,-0.007179578,0.851382168,60837,0,1,0,43224.59931,0.59931713,4,0.2732,-0.380326171,0,-0.153417912,0.2732,-0.380326171,-0.240013981,0.2732,0,-0.625942653,1,-0.975144473,0,1
97,36763,I_Jordan102,249,3,44117,0,0,0,1,1525513098,Jordan,1525468981,1,0,Image,0.044787094,0.352642789,5,0.000771894,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,-0.392865318,-0.111828057,-0.007179578,0.851382168,19718,0,1,0,43224.59931,0.59931713,4,0.2732,-0.380326171,0,-0.153417912,0.2732,-0.380326171,-0.240013981,0,0,-0.624185235,2,-0.975144473,0,1
98,36764,I_Jordan103,250,1,23156279,0,0,0,1,1548625260,Jordan,1525468981,1,0,Image,0.151113052,0.507576281,8,0.405154077,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,2.607134682,0.043105435,0.09914638,0.851382168,1881,0,1,0,43224.59931,0.59931713,4,0,-0.385385429,0,-0.153417912,0,-0.385385429,2.627447213,0,0,-0.627700072,0,-0.975144473,0,1
99,36765,I_Jordan103,250,2,86750,0,0,0,1,1525555731,Jordan,1525468981,1,0,Image,0.151113052,0.507576281,8,0.001517822,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,2.607134682,0.043105435,0.09914638,0.851382168,64705,0,1,0,43224.59931,0.59931713,4,0,-0.385385429,0,-0.153417912,0,-0.385385429,2.627447213,0,0,-0.625942653,1,-0.975144473,0,1
100,36766,I_Jordan103,250,3,41805,0,0,0,1,1525510786,Jordan,1525468981,1,0,Image,0.151113052,0.507576281,8,0.000731442,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,2.607134682,0.043105435,0.09914638,0.851382168,22512,0,1,0,43224.59931,0.59931713,4,0,-0.385385429,0,-0.153417912,0,-0.385385429,2.627447213,0,0,-0.624185235,2,-0.975144473,0,1
101,36767,I_Jordan103,250,4,41790,0,0,0,1,1525510771,Jordan,1525468981,1,0,Image,0.151113052,0.507576281,8,0.000731179,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,2.607134682,0.043105435,0.09914638,0.851382168,22512,0,1,0,43224.59931,0.59931713,4,0,-0.385385429,0,-0.153417912,0,-0.385385429,2.627447213,0,0,-0.622427817,3,-0.975144473,0,1
102,36768,I_Jordan103,250,5,41782,0,0,0,1,1525510763,Jordan,1525468981,1,0,Image,0.151113052,0.507576281,8,0.000731039,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,2.607134682,0.043105435,0.09914638,0.851382168,22512,0,1,0,43224.59931,0.59931713,4,0,-0.385385429,0,-0.153417912,0,-0.385385429,2.627447213,0,0,-0.620670399,4,-0.975144473,0,1
103,36769,I_Jordan103,250,6,39081,0,0,0,1,1525508062,Jordan,1525468981,1,0,Image,0.151113052,0.507576281,8,0.000683781,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,2.607134682,0.043105435,0.09914638,0.851382168,23507,0,1,0,43224.59931,0.59931713,4,0,-0.385385429,0,-0.153417912,0,-0.385385429,2.627447213,0,0,-0.61891298,5,-0.975144473,0,1
104,36770,I_Jordan104,251,1,20904600,0,0,0,1,1546373581,Jordan,1525468981,1,0,Image,0.098080713,0.448882941,7,0.365757551,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,-0.015587905,0.046114041,0.851382168,4105,0,0,0,43224.59931,0.59931713,4,0,-0.385385429,0,-0.153417912,0,-0.385385429,1.197239793,0,0,-0.627700072,0,-0.975144473,0,1
105,36771,I_Jordan104,251,2,18021493,0,0,0,1,1543490474,Jordan,1525468981,1,0,Image,0.098080713,0.448882941,7,0.31531324,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,-0.015587905,0.046114041,0.851382168,59815,0,0,0,43224.59931,0.59931713,4,0,-0.385385429,0,-0.153417912,0,-0.385385429,1.197239793,0,0,-0.625942653,1,-0.975144473,0,1
106,36772,I_Jordan104,251,3,373596,0,0,0,1,1525842577,Jordan,1525468981,1,0,Image,0.098080713,0.448882941,7,0.006536626,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,-0.015587905,0.046114041,0.851382168,60835,0,0,0,43224.59931,0.59931713,4,0,-0.385385429,0,-0.153417912,0,-0.385385429,1.197239793,0,0,-0.624185235,2,-0.975144473,0,1
107,36773,I_Jordan104,251,4,233070,0,0,0,1,1525702051,Jordan,1525468981,1,0,Image,0.098080713,0.448882941,7,0.004077912,0,0,1,0,0,0,0,0,0,0,0,0.549263911,0.482797766,0.532200665,1.607134682,-0.015587905,0.046114041,0.851382168,52821,0,0,0,43224.59931,0.59931713,4,0,-0.385385429,0,-0.153417912,0,-0.385385429,1.197239793,0,0,-0.622427817,3,-0.975144473,0,1
108,48332,I_LGM1,545,1,10278312,0,0,0,1,1545977084,LG_Mobile,1535698772,1,0,Text_Image,0.197042312,0.309186036,7,0.179834593,0,0,0,1,0,0,0,0,0,1,0.754801451,0.386857772,0.772021466,0.333820608,1.607134682,-0.15528481,0.14507564,-0.229176297,70616,0,0,1,43342.99931,0.999675926,6,0,-0.385385429,0,-0.153417912,0,-0.385385429,3.866094606,0,0,-0.627700072,0,-0.975144473,0,0.185533424
109,48333,I_LGM1,545,2,3967179,0,0,0,1,1539665951,LG_Mobile,1535698772,1,0,Text_Image,0.197042312,0.309186036,7,0.069411789,0,0,0,1,0,0,0,0,0,1,0.754801451,0.386857772,0.772021466,0.333820608,1.607134682,-0.15528481,0.14507564,-0.229176297,48988,0,0,1,43342.99931,0.999675926,6,0,-0.385385429,0,-0.153417912,0,-0.385385429,3.866094606,0,0,-0.625942653,1,-0.975144473,0,0.185533424
110,48334,I_LGM1,545,3,3381295,0.4215,1,0,0,1539080067,LG_Mobile,1535698772,1,0,Text_Image,0.197042312,0.309186036,7,0.059160863,0,0,0,1,0,0,0,0,0,1,0.754801451,0.386857772,0.772021466,0.333820608,1.607134682,-0.15528481,0.14507564,-0.229176297,28792,0,0,1,43342.99931,0.999675926,6,0.4215,-0.377579876,0.4215,-0.151115573,0.4215,-0.377579876,3.866094606,0,0,-0.624185235,2,-0.974764779,42.15,0.185533424
111,48335,I_LGM1,545,4,3039216,0,0,0,1,1538737988,LG_Mobile,1535698772,1,0,Text_Image,0.197042312,0.309186036,7,0.053175674,0,0,0,1,0,0,0,0,0,1,0.754801451,0.386857772,0.772021466,0.333820608,1.607134682,-0.15528481,0.14507564,-0.229176297,46197,0,0,1,43342.99931,0.999675926,6,0.4215,-0.377579876,0,-0.153417912,0.4215,-0.377579876,3.866094606,0.4215,0,-0.622427817,3,-0.975144473,0,0.185533424
112,48336,I_LGM1,545,5,1399938,0.1926,0.227,0,0.773,1537098710,LG_Mobile,1535698772,1,0,Text_Image,0.197042312,0.309186036,7,0.02449403,0,0,0,1,0,0,0,0,0,1,0.754801451,0.386857772,0.772021466,0.333820608,1.607134682,-0.15528481,0.14507564,-0.229176297,9487,0,1,1,43342.99931,0.999675926,6,0.6141,-0.37401321,0.1926,-0.152365882,0.6141,-0.37401321,3.866094606,0,0,-0.620670399,4,-0.974970976,19.26,0.185533424
